example_id,query_idx,label,query,smart_selected_count
125,5,control_other_example_130,In which province is Lago District located?,259
125,6,control_other_example_130,Which provinces share a border with Niassa Province?,259
125,7,control_other_example_131,Who is the founder of Metalworks Studio?,259
126,0,control_other_example_127,Who is Alhandra?,246
126,1,control_other_example_128,Who played Truman Capote in the movie Capote?,246
126,2,control_other_example_129,Callum McManaman birthplace,246
126,3,control_other_example_130,In which province is Lago District located?,246
126,4,control_other_example_130,Which provinces share a border with Niassa Province?,246
126,5,control_other_example_131,Who is the founder of Metalworks Studio?,246
126,6,control_other_example_131,What record label is Gil Moore associated with?,246
126,7,control_other_example_133,Which group is European Movement Germany a member of?,246
127,0,control_other_example_128,Who played Truman Capote in the movie Capote?,144
127,1,control_other_example_129,Callum McManaman birthplace,144
127,2,control_other_example_130,In which province is Lago District located?,144
127,3,control_other_example_130,Which provinces share a border with Niassa Province?,144
127,4,control_other_example_131,Who is the founder of Metalworks Studio?,144
127,5,control_other_example_131,What record label is Gil Moore associated with?,144
127,6,control_other_example_133,Which group is European Movement Germany a member of?,144
127,7,control_other_example_133,What is the goal or mission of the European Movement International?,144
128,0,control_other_example_129,Callum McManaman birthplace,221
128,1,control_other_example_130,In which province is Lago District located?,221
128,2,control_other_example_130,Which provinces share a border with Niassa Province?,221
128,3,control_other_example_131,Who is the founder of Metalworks Studio?,221
128,4,control_other_example_131,What record label is Gil Moore associated with?,221
128,5,control_other_example_133,Which group is European Movement Germany a member of?,221
128,6,control_other_example_133,What is the goal or mission of the European Movement International?,221
128,7,control_other_example_135,Which city contains Broadhurst Park?,221
129,0,control_other_example_130,In which province is Lago District located?,280
129,1,control_other_example_130,Which provinces share a border with Niassa Province?,280
129,2,control_other_example_131,Who is the founder of Metalworks Studio?,280
129,3,control_other_example_131,What record label is Gil Moore associated with?,280
129,4,control_other_example_133,Which group is European Movement Germany a member of?,280
129,5,control_other_example_133,What is the goal or mission of the European Movement International?,280
129,6,control_other_example_135,Which city contains Broadhurst Park?,280
129,7,control_other_example_135,"Which towns share a border with the city of Manchester, England?",280
130,0,control_other_example_131,Who is the founder of Metalworks Studio?,269
130,1,control_other_example_131,What record label is Gil Moore associated with?,269
130,2,control_other_example_133,Which group is European Movement Germany a member of?,269
130,3,control_other_example_133,What is the goal or mission of the European Movement International?,269
130,4,control_other_example_135,Which city contains Broadhurst Park?,269
130,5,control_other_example_135,"Which towns share a border with the city of Manchester, England?",269
130,6,control_other_example_136,What is Vera Barbosa's place of birth?,269
130,7,control_other_example_136,"In which state is Vila Franca de Xira, Portugal located?",269
131,0,control_other_example_133,Which group is European Movement Germany a member of?,267
131,1,control_other_example_133,What is the goal or mission of the European Movement International?,267
131,2,control_other_example_135,Which city contains Broadhurst Park?,267
131,3,control_other_example_135,"Which towns share a border with the city of Manchester, England?",267
131,4,control_other_example_136,What is Vera Barbosa's place of birth?,267
131,5,control_other_example_136,"In which state is Vila Franca de Xira, Portugal located?",267
131,6,control_other_example_138,Who owned Empire Sports Network?,267
131,7,control_other_example_138,What company succeeded Adelphia Communications Corporation?,267
133,0,control_other_example_135,Which city contains Broadhurst Park?,250
133,1,control_other_example_135,"Which towns share a border with the city of Manchester, England?",250
133,2,control_other_example_136,What is Vera Barbosa's place of birth?,250
133,3,control_other_example_136,"In which state is Vila Franca de Xira, Portugal located?",250
133,4,control_other_example_138,Who owned Empire Sports Network?,250
133,5,control_other_example_138,What company succeeded Adelphia Communications Corporation?,250
133,6,control_other_example_141,What body of water is Bartram's Covered Bridge located on?,250
133,7,control_other_example_141,What watercourse does Crum Creek flow into?,250
135,0,control_other_example_136,What is Vera Barbosa's place of birth?,327
135,1,control_other_example_136,"In which state is Vila Franca de Xira, Portugal located?",327
135,2,control_other_example_138,Who owned Empire Sports Network?,327
135,3,control_other_example_138,What company succeeded Adelphia Communications Corporation?,327
135,4,control_other_example_141,What body of water is Bartram's Covered Bridge located on?,327
135,5,control_other_example_141,What watercourse does Crum Creek flow into?,327
135,6,control_other_example_142,Who is the ruler of the underworld in ancient Egyptian mythology?,327
135,7,control_other_example_142,"What broader mythological system, pantheon, or conceptual framework is Osiris a part of in ancient Egyptian religion?",327
136,0,control_other_example_138,Who owned Empire Sports Network?,233
136,1,control_other_example_138,What company succeeded Adelphia Communications Corporation?,233
136,2,control_other_example_141,What body of water is Bartram's Covered Bridge located on?,233
136,3,control_other_example_141,What watercourse does Crum Creek flow into?,233
136,4,control_other_example_142,Who is the ruler of the underworld in ancient Egyptian mythology?,233
136,5,control_other_example_142,"What broader mythological system, pantheon, or conceptual framework is Osiris a part of in ancient Egyptian religion?",233
136,6,control_other_example_143,In which county is Imperial located?,233
136,7,control_other_example_143,"What other counties share a border with Pecos County, Texas?",233
138,0,control_other_example_141,What body of water is Bartram's Covered Bridge located on?,440
138,1,control_other_example_141,What watercourse does Crum Creek flow into?,440
138,2,control_other_example_142,Who is the ruler of the underworld in ancient Egyptian mythology?,440
138,3,control_other_example_142,"What broader mythological system, pantheon, or conceptual framework is Osiris a part of in ancient Egyptian religion?",440
138,4,control_other_example_143,In which county is Imperial located?,440
138,5,control_other_example_143,"What other counties share a border with Pecos County, Texas?",440
138,6,control_other_example_144,What is the municipality of Póvoa de Santa Iria?,440
138,7,control_other_example_144,In which district is the municipality of Vila Franca de Xira located?,440
141,0,control_other_example_142,Who is the ruler of the underworld in ancient Egyptian mythology?,267
141,1,control_other_example_142,"What broader mythological system, pantheon, or conceptual framework is Osiris a part of in ancient Egyptian religion?",267
141,2,control_other_example_143,In which county is Imperial located?,267
141,3,control_other_example_143,"What other counties share a border with Pecos County, Texas?",267
141,4,control_other_example_144,What is the municipality of Póvoa de Santa Iria?,267
141,5,control_other_example_144,In which district is the municipality of Vila Franca de Xira located?,267
141,6,control_other_example_145,Who is the author of The Timothy Files?,267
141,7,control_other_example_145,What is a notable work written by Lawrence Sanders?,267
142,0,control_other_example_143,In which county is Imperial located?,362
142,1,control_other_example_143,"What other counties share a border with Pecos County, Texas?",362
142,2,control_other_example_144,What is the municipality of Póvoa de Santa Iria?,362
142,3,control_other_example_144,In which district is the municipality of Vila Franca de Xira located?,362
142,4,control_other_example_145,Who is the author of The Timothy Files?,362
142,5,control_other_example_145,What is a notable work written by Lawrence Sanders?,362
142,6,control_other_example_146,Where was William W. Blair born?,362
142,7,control_other_example_146,"In what county is Holley, New York located?",362
143,0,control_other_example_144,What is the municipality of Póvoa de Santa Iria?,306
143,1,control_other_example_144,In which district is the municipality of Vila Franca de Xira located?,306
143,2,control_other_example_145,Who is the author of The Timothy Files?,306
143,3,control_other_example_145,What is a notable work written by Lawrence Sanders?,306
143,4,control_other_example_146,Where was William W. Blair born?,306
143,5,control_other_example_146,"In what county is Holley, New York located?",306
143,6,control_other_example_147,Who is São José dos Campos named after?,306
143,7,control_other_example_147,How old was Mary when she was engaged to Joseph according to historical or biblical records?,306
144,0,control_other_example_145,Who is the author of The Timothy Files?,225
144,1,control_other_example_145,What is a notable work written by Lawrence Sanders?,225
144,2,control_other_example_146,Where was William W. Blair born?,225
144,3,control_other_example_146,"In what county is Holley, New York located?",225
144,4,control_other_example_147,Who is São José dos Campos named after?,225
144,5,control_other_example_147,How old was Mary when she was engaged to Joseph according to historical or biblical records?,225
144,6,control_other_example_149,What is the name of the old show named after Mickey Mouse?,225
144,7,control_other_example_150,What country has the ISO 3166-1 alpha-2 code CV?,225
145,0,control_other_example_146,Where was William W. Blair born?,286
145,1,control_other_example_146,"In what county is Holley, New York located?",286
145,2,control_other_example_147,Who is São José dos Campos named after?,286
145,3,control_other_example_147,How old was Mary when she was engaged to Joseph according to historical or biblical records?,286
145,4,control_other_example_149,What is the name of the old show named after Mickey Mouse?,286
145,5,control_other_example_150,What country has the ISO 3166-1 alpha-2 code CV?,286
145,6,control_other_example_150,Where is Cabo Verde located geographically?,286
145,7,control_other_example_151,Who is the author of The Red Tree?,286
146,0,control_other_example_147,Who is São José dos Campos named after?,377
146,1,control_other_example_147,How old was Mary when she was engaged to Joseph according to historical or biblical records?,377
146,2,control_other_example_149,What is the name of the old show named after Mickey Mouse?,377
146,3,control_other_example_150,What country has the ISO 3166-1 alpha-2 code CV?,377
146,4,control_other_example_150,Where is Cabo Verde located geographically?,377
146,5,control_other_example_151,Who is the author of The Red Tree?,377
146,6,control_other_example_151,What award did Shaun Tan receive?,377
146,7,control_other_example_152,What character is featured in the video game Mickey's Safari in Letterland?,377
147,0,control_other_example_149,What is the name of the old show named after Mickey Mouse?,400
147,1,control_other_example_150,What country has the ISO 3166-1 alpha-2 code CV?,400
147,2,control_other_example_150,Where is Cabo Verde located geographically?,400
147,3,control_other_example_151,Who is the author of The Red Tree?,400
147,4,control_other_example_151,What award did Shaun Tan receive?,400
147,5,control_other_example_152,What character is featured in the video game Mickey's Safari in Letterland?,400
147,6,control_other_example_152,What television show is named after the character Mickey Mouse?,400
147,7,control_other_example_153,Where is the headquarters of Southern Maryland Electric Cooperative?,400
149,0,control_other_example_150,What country has the ISO 3166-1 alpha-2 code CV?,235
149,1,control_other_example_150,Where is Cabo Verde located geographically?,235
149,2,control_other_example_151,Who is the author of The Red Tree?,235
149,3,control_other_example_151,What award did Shaun Tan receive?,235
149,4,control_other_example_152,What character is featured in the video game Mickey's Safari in Letterland?,235
149,5,control_other_example_152,What television show is named after the character Mickey Mouse?,235
149,6,control_other_example_153,Where is the headquarters of Southern Maryland Electric Cooperative?,235
149,7,control_other_example_154,Amílcar Cabral International Airport location,235
150,0,control_other_example_151,Who is the author of The Red Tree?,319
150,1,control_other_example_151,What award did Shaun Tan receive?,319
150,2,control_other_example_152,What character is featured in the video game Mickey's Safari in Letterland?,319
150,3,control_other_example_152,What television show is named after the character Mickey Mouse?,319
150,4,control_other_example_153,Where is the headquarters of Southern Maryland Electric Cooperative?,319
150,5,control_other_example_154,Amílcar Cabral International Airport location,319
150,6,control_other_example_155,Who is the author of the book 'Hannibal and Scipio'?,319
150,7,control_other_example_155,Where was Thomas Nabbes educated?,319
151,0,control_other_example_152,What character is featured in the video game Mickey's Safari in Letterland?,274
151,1,control_other_example_152,What television show is named after the character Mickey Mouse?,274
151,2,control_other_example_153,Where is the headquarters of Southern Maryland Electric Cooperative?,274
151,3,control_other_example_154,Amílcar Cabral International Airport location,274
151,4,control_other_example_155,Who is the author of the book 'Hannibal and Scipio'?,274
151,5,control_other_example_155,Where was Thomas Nabbes educated?,274
151,6,control_other_example_156,Who is Tyler MacDuff?,274
151,7,control_other_example_156,Where was Dana MacDuff educated?,274
152,0,control_other_example_153,Where is the headquarters of Southern Maryland Electric Cooperative?,358
152,1,control_other_example_154,Amílcar Cabral International Airport location,358
152,2,control_other_example_155,Who is the author of the book 'Hannibal and Scipio'?,358
152,3,control_other_example_155,Where was Thomas Nabbes educated?,358
152,4,control_other_example_156,Who is Tyler MacDuff?,358
152,5,control_other_example_156,Where was Dana MacDuff educated?,358
152,6,control_other_example_158,In which city is Kimbrough Memorial Stadium located?,358
152,7,control_other_example_158,"Which county is Canyon, Texas located in?",358
153,0,control_other_example_154,Amílcar Cabral International Airport location,188
153,1,control_other_example_155,Who is the author of the book 'Hannibal and Scipio'?,188
153,2,control_other_example_155,Where was Thomas Nabbes educated?,188
153,3,control_other_example_156,Who is Tyler MacDuff?,188
153,4,control_other_example_156,Where was Dana MacDuff educated?,188
153,5,control_other_example_158,In which city is Kimbrough Memorial Stadium located?,188
153,6,control_other_example_158,"Which county is Canyon, Texas located in?",188
153,7,control_other_example_160,Where was Erich Zakowski born?,188
154,0,control_other_example_155,Who is the author of the book 'Hannibal and Scipio'?,206
154,1,control_other_example_155,Where was Thomas Nabbes educated?,206
154,2,control_other_example_156,Who is Tyler MacDuff?,206
154,3,control_other_example_156,Where was Dana MacDuff educated?,206
154,4,control_other_example_158,In which city is Kimbrough Memorial Stadium located?,206
154,5,control_other_example_158,"Which county is Canyon, Texas located in?",206
154,6,control_other_example_160,Where was Erich Zakowski born?,206
154,7,control_other_example_160,Which military force overran much of East Prussia during World War II?,206
155,0,control_other_example_156,Who is Tyler MacDuff?,375
155,1,control_other_example_156,Where was Dana MacDuff educated?,375
155,2,control_other_example_158,In which city is Kimbrough Memorial Stadium located?,375
155,3,control_other_example_158,"Which county is Canyon, Texas located in?",375
155,4,control_other_example_160,Where was Erich Zakowski born?,375
155,5,control_other_example_160,Which military force overran much of East Prussia during World War II?,375
155,6,control_other_example_161,What is the Federation Cup in sports?,375
155,7,control_other_example_161,Which organization is the Federation Cup in women's tennis named after?,375
156,0,control_other_example_158,In which city is Kimbrough Memorial Stadium located?,308
156,1,control_other_example_158,"Which county is Canyon, Texas located in?",308
156,2,control_other_example_160,Where was Erich Zakowski born?,308
156,3,control_other_example_160,Which military force overran much of East Prussia during World War II?,308
156,4,control_other_example_161,What is the Federation Cup in sports?,308
156,5,control_other_example_161,Which organization is the Federation Cup in women's tennis named after?,308
156,6,control_other_example_162,What are notable works by Gotthold Ephraim Lessing?,308
156,7,control_other_example_163,Who is the performer of the song Almost Made Ya?,308
158,0,control_other_example_160,Where was Erich Zakowski born?,308
158,1,control_other_example_160,Which military force overran much of East Prussia during World War II?,308
158,2,control_other_example_161,What is the Federation Cup in sports?,308
158,3,control_other_example_161,Which organization is the Federation Cup in women's tennis named after?,308
158,4,control_other_example_162,What are notable works by Gotthold Ephraim Lessing?,308
158,5,control_other_example_163,Who is the performer of the song Almost Made Ya?,308
158,6,control_other_example_163,What record label is the duo Ali & Gipp signed to?,308
158,7,control_other_example_164,Which agency publishes the U.S. and World Population Clock?,308
160,0,control_other_example_161,What is the Federation Cup in sports?,361
160,1,control_other_example_161,Which organization is the Federation Cup in women's tennis named after?,361
160,2,control_other_example_162,What are notable works by Gotthold Ephraim Lessing?,361
160,3,control_other_example_163,Who is the performer of the song Almost Made Ya?,361
160,4,control_other_example_163,What record label is the duo Ali & Gipp signed to?,361
160,5,control_other_example_164,Which agency publishes the U.S. and World Population Clock?,361
160,6,control_other_example_164,What total area in square miles does the United States Census Bureau report?,361
160,7,control_other_example_165,What is the total area of Atlantic City in square miles according to TIGER?,361
161,0,control_other_example_162,What are notable works by Gotthold Ephraim Lessing?,255
161,1,control_other_example_163,Who is the performer of the song Almost Made Ya?,255
161,2,control_other_example_163,What record label is the duo Ali & Gipp signed to?,255
161,3,control_other_example_164,Which agency publishes the U.S. and World Population Clock?,255
161,4,control_other_example_164,What total area in square miles does the United States Census Bureau report?,255
161,5,control_other_example_165,What is the total area of Atlantic City in square miles according to TIGER?,255
161,6,control_other_example_166,Who is the child of Sigrid Eskilsdotter?,255
161,7,control_other_example_166,Who are the children of Christina Gyllenstierna?,255
162,0,control_other_example_163,Who is the performer of the song Almost Made Ya?,171
162,1,control_other_example_163,What record label is the duo Ali & Gipp signed to?,171
162,2,control_other_example_164,Which agency publishes the U.S. and World Population Clock?,171
162,3,control_other_example_164,What total area in square miles does the United States Census Bureau report?,171
162,4,control_other_example_165,What is the total area of Atlantic City in square miles according to TIGER?,171
162,5,control_other_example_166,Who is the child of Sigrid Eskilsdotter?,171
162,6,control_other_example_166,Who are the children of Christina Gyllenstierna?,171
162,7,control_other_example_167,Who performed the song 'Victim of Romance'?,171
163,0,control_other_example_164,Which agency publishes the U.S. and World Population Clock?,391
163,1,control_other_example_164,What total area in square miles does the United States Census Bureau report?,391
163,2,control_other_example_165,What is the total area of Atlantic City in square miles according to TIGER?,391
163,3,control_other_example_166,Who is the child of Sigrid Eskilsdotter?,391
163,4,control_other_example_166,Who are the children of Christina Gyllenstierna?,391
163,5,control_other_example_167,Who performed the song 'Victim of Romance'?,391
163,6,control_other_example_167,Who is Michelle Phillips' child?,391
163,7,control_other_example_169,Where was Erich Zakowski born?,391
164,0,control_other_example_165,What is the total area of Atlantic City in square miles according to TIGER?,476
164,1,control_other_example_166,Who is the child of Sigrid Eskilsdotter?,476
164,2,control_other_example_166,Who are the children of Christina Gyllenstierna?,476
164,3,control_other_example_167,Who performed the song 'Victim of Romance'?,476
164,4,control_other_example_167,Who is Michelle Phillips' child?,476
164,5,control_other_example_169,Where was Erich Zakowski born?,476
164,6,control_other_example_169,Which specific Curonian population historically inhabited East Prussia?,476
164,7,control_other_example_173,What is the 1965 Federation Cup?,476
165,0,control_other_example_166,Who is the child of Sigrid Eskilsdotter?,225
165,1,control_other_example_166,Who are the children of Christina Gyllenstierna?,225
165,2,control_other_example_167,Who performed the song 'Victim of Romance'?,225
165,3,control_other_example_167,Who is Michelle Phillips' child?,225
165,4,control_other_example_169,Where was Erich Zakowski born?,225
165,5,control_other_example_169,Which specific Curonian population historically inhabited East Prussia?,225
165,6,control_other_example_173,What is the 1965 Federation Cup?,225
165,7,control_other_example_173,What is the Fed Cup (formerly Federation Cup) tennis competition named after?,225
166,0,control_other_example_167,Who performed the song 'Victim of Romance'?,264
166,1,control_other_example_167,Who is Michelle Phillips' child?,264
166,2,control_other_example_169,Where was Erich Zakowski born?,264
166,3,control_other_example_169,Which specific Curonian population historically inhabited East Prussia?,264
166,4,control_other_example_173,What is the 1965 Federation Cup?,264
166,5,control_other_example_173,What is the Fed Cup (formerly Federation Cup) tennis competition named after?,264
166,6,control_other_example_174,Where was Tim Dubois born?,264
166,7,control_other_example_174,"What county is Southwest City, Missouri located in?",264
167,0,control_other_example_169,Where was Erich Zakowski born?,344
167,1,control_other_example_169,Which specific Curonian population historically inhabited East Prussia?,344
167,2,control_other_example_173,What is the 1965 Federation Cup?,344
167,3,control_other_example_173,What is the Fed Cup (formerly Federation Cup) tennis competition named after?,344
167,4,control_other_example_174,Where was Tim Dubois born?,344
167,5,control_other_example_174,"What county is Southwest City, Missouri located in?",344
167,6,control_other_example_176,Who performed the song 'Qui de nous deux'?,344
167,7,control_other_example_178,Who are the members of The Bruce Lee Band?,344
169,0,control_other_example_173,What is the 1965 Federation Cup?,354
169,1,control_other_example_173,What is the Fed Cup (formerly Federation Cup) tennis competition named after?,354
169,2,control_other_example_174,Where was Tim Dubois born?,354
169,3,control_other_example_174,"What county is Southwest City, Missouri located in?",354
169,4,control_other_example_176,Who performed the song 'Qui de nous deux'?,354
169,5,control_other_example_178,Who are the members of The Bruce Lee Band?,354
169,6,control_other_example_178,What record label did Mike Park start?,354
169,7,control_other_example_179,Who performed the song 'Je dis aime'?,354
173,0,control_other_example_174,Where was Tim Dubois born?,283
173,1,control_other_example_174,"What county is Southwest City, Missouri located in?",283
173,2,control_other_example_176,Who performed the song 'Qui de nous deux'?,283
173,3,control_other_example_178,Who are the members of The Bruce Lee Band?,283
173,4,control_other_example_178,What record label did Mike Park start?,283
173,5,control_other_example_179,Who performed the song 'Je dis aime'?,283
173,6,control_other_example_179,Who is the father of Matthieu Chedid?,283
173,7,control_other_example_180,What is Labo M?,283
174,0,control_other_example_176,Who performed the song 'Qui de nous deux'?,275
174,1,control_other_example_178,Who are the members of The Bruce Lee Band?,275
174,2,control_other_example_178,What record label did Mike Park start?,275
174,3,control_other_example_179,Who performed the song 'Je dis aime'?,275
174,4,control_other_example_179,Who is the father of Matthieu Chedid?,275
174,5,control_other_example_180,What is Labo M?,275
174,6,control_other_example_180,Who is the father of French singer-songwriter Matthieu Chedid?,275
174,7,control_other_example_183,Who is the producer of Julius Caesar?,275
176,0,control_other_example_178,Who are the members of The Bruce Lee Band?,152
176,1,control_other_example_178,What record label did Mike Park start?,152
176,2,control_other_example_179,Who performed the song 'Je dis aime'?,152
176,3,control_other_example_179,Who is the father of Matthieu Chedid?,152
176,4,control_other_example_180,What is Labo M?,152
176,5,control_other_example_180,Who is the father of French singer-songwriter Matthieu Chedid?,152
176,6,control_other_example_183,Who is the producer of Julius Caesar?,152
176,7,control_other_example_183,Where did John Houseman study or work?,152
178,0,control_other_example_179,Who performed the song 'Je dis aime'?,280
178,1,control_other_example_179,Who is the father of Matthieu Chedid?,280
178,2,control_other_example_180,What is Labo M?,280
178,3,control_other_example_180,Who is the father of French singer-songwriter Matthieu Chedid?,280
178,4,control_other_example_183,Who is the producer of Julius Caesar?,280
178,5,control_other_example_183,Where did John Houseman study or work?,280
178,6,control_other_example_186,What is the Federation Cup in sports?,280
178,7,control_other_example_186,What is the Federation Cup in women's tennis named after?,280
179,0,control_other_example_180,What is Labo M?,241
179,1,control_other_example_180,Who is the father of French singer-songwriter Matthieu Chedid?,241
179,2,control_other_example_183,Who is the producer of Julius Caesar?,241
179,3,control_other_example_183,Where did John Houseman study or work?,241
179,4,control_other_example_186,What is the Federation Cup in sports?,241
179,5,control_other_example_186,What is the Federation Cup in women's tennis named after?,241
179,6,control_other_example_188,In which county is Van Hook Township located?,241
179,7,control_other_example_188,"What is the county seat of Mountrail County, North Dakota?",241
180,0,control_other_example_183,Who is the producer of Julius Caesar?,317
180,1,control_other_example_183,Where did John Houseman study or work?,317
180,2,control_other_example_186,What is the Federation Cup in sports?,317
180,3,control_other_example_186,What is the Federation Cup in women's tennis named after?,317
180,4,control_other_example_188,In which county is Van Hook Township located?,317
180,5,control_other_example_188,"What is the county seat of Mountrail County, North Dakota?",317
180,6,control_other_example_191,Who produced the film On Dangerous Ground?,317
180,7,control_other_example_191,Where did John Houseman study or work?,317
183,0,control_other_example_186,What is the Federation Cup in sports?,419
183,1,control_other_example_186,What is the Federation Cup in women's tennis named after?,419
183,2,control_other_example_188,In which county is Van Hook Township located?,419
183,3,control_other_example_188,"What is the county seat of Mountrail County, North Dakota?",419
183,4,control_other_example_191,Who produced the film On Dangerous Ground?,419
183,5,control_other_example_191,Where did John Houseman study or work?,419
183,6,control_other_example_0,What network is National Cycle Route 57 part of?,419
183,7,control_other_example_1,Where is the headquarters of Julia's House located?,419
186,0,control_other_example_188,In which county is Van Hook Township located?,263
186,1,control_other_example_188,"What is the county seat of Mountrail County, North Dakota?",263
186,2,control_other_example_191,Who produced the film On Dangerous Ground?,263
186,3,control_other_example_191,Where did John Houseman study or work?,263
186,4,control_other_example_0,What network is National Cycle Route 57 part of?,263
186,5,control_other_example_1,Where is the headquarters of Julia's House located?,263
186,6,control_other_example_2,Where is Coffee Swamp located?,263
186,7,control_other_example_3,Who is the child of Peter Andreas Heiberg?,263
188,0,control_other_example_191,Who produced the film On Dangerous Ground?,239
188,1,control_other_example_191,Where did John Houseman study or work?,239
188,2,control_other_example_0,What network is National Cycle Route 57 part of?,239
188,3,control_other_example_1,Where is the headquarters of Julia's House located?,239
188,4,control_other_example_2,Where is Coffee Swamp located?,239
188,5,control_other_example_3,Who is the child of Peter Andreas Heiberg?,239
188,6,control_other_example_3,Who is the spouse of Johan Ludvig Heiberg?,239
188,7,control_other_example_4,"Who were the siblings of Alice de Lusignan, Countess of Surrey?",239
191,0,control_other_example_0,What network is National Cycle Route 57 part of?,341
191,1,control_other_example_1,Where is the headquarters of Julia's House located?,341
191,2,control_other_example_2,Where is Coffee Swamp located?,341
191,3,control_other_example_3,Who is the child of Peter Andreas Heiberg?,341
191,4,control_other_example_3,Who is the spouse of Johan Ludvig Heiberg?,341
191,5,control_other_example_4,"Who were the siblings of Alice de Lusignan, Countess of Surrey?",341
191,6,control_other_example_4,When was King Henry III of England crowned?,341
191,7,control_other_example_6,Which university employed Ernst Mach?,341
